gene	log2FC	FDR
AC005258.1	3.0199935771214	4.37724704221385e-05
IGHV5-10-1	2.20076371647893	5.72679943006157e-05
IGKV1D-13	2.46715583139828	6.29720724731541e-05
FMO9P	2.09082059228547	7.1064687621875e-05
IGLV2-18	2.01666076289523	0.00011305049324424
AL358472.7	2.49101196943577	0.000122915793179016
SNORA63	3.32404102735344	0.000130549555318725
SNORD10	2.01008709061641	0.000131556853431127
IMPDH1P10	2.4446604914305	0.000161140842995933
IGHV3-64D	2.19482249299604	0.000170751259236233
AC013268.5	2.06363107819354	0.000192821490816398
AC034102.2	2.7269574343117	0.000223879138082819
RMRP	2.2148810420001	0.000309385424132215
LINC02106	2.11029395070585	0.000383666894035112
AP005229.2	2.15679504088923	0.000455600389709617
AC099786.2	3.10729404610662	0.000534126693685915
SNORA16A	2.27726858041354	0.00058090801098892
IGHJ6	2.15855210090071	0.000659316871305658
DEFA1B	3.16913251274453	0.000799936475321113
AC091179.1	2.22923083862176	0.00183644799694333
RNA5SP225	2.04998511612044	0.00417103876149526
AC092647.3	2.34745555147477	0.00436760477233525
AC124312.3	3.16111989719599	0.00481169591373024
AC079742.1	2.51130749629908	0.00743664034914639
IGKV6D-21	2.31031221692276	0.0110964381055045
AL592146.1	2.21124666647769	0.0115372967342379
POTEJ	2.22830809193684	0.0150217924549945
IGKV2-29	2.01468734977782	0.0162018691442548
RNA5SP149	2.23483164555261	0.0176736472922214
RF01956	2.46739947783361	0.0187101274100296
SFT2D3	2.76159649759158	0.0395728260677328
RF00017	-3.50067112577032	0
EIF4BP7	-3.51969069077667	0
RN7SL850P	-3.11525426587279	0
AC007922.2	-3.65123144699466	0
RF00017	-2.92410899639316	0
AC127024.7	-3.55725271338971	0
AC006435.4	-2.93394936999227	0
AC015967.2	-2.93394936999227	0
AL356737.1	-2.93394936999227	0
RF00017	-3.10545390283423	1.06394481064173e-284
RN7SL525P	-2.95965332900173	3.10279193277312e-257
AC012645.2	-2.4013276947683	1.8482472221204e-252
AL691477.1	-3.49713430950422	9.25603050167434e-248
AL513210.1	-3.39710846352703	2.38767882749027e-243
AC073539.1	-2.67238339014763	3.00624027395536e-242
PCSK6-AS1	-2.71449516590728	1.7766946448836e-237
AC132825.2	-3.71890735877353	1.59729405768833e-235
AL031432.1	-3.32515272557212	1.74553942864063e-234
RF00017	-2.18020367716209	1.75145676639454e-224
AC092933.1	-2.95712954337674	9.46311079260265e-219
RN7SL670P	-3.30759972193947	4.16830872187709e-218
AC115223.1	-2.1721981014787	3.97761317968768e-215
RF00017	-4.56129702550581	3.08917297627288e-213
AC067817.2	-2.44693408130569	1.62143559155889e-201
SRP14P2	-2.60067118166674	1.97678027071201e-185
RF00017	-3.95357943123773	5.50043196858985e-183
RN7SL524P	-3.77707929301117	5.85281467867167e-176
AC024270.2	-2.55195884520957	2.18541259553904e-172
RF00017	-2.82570559390034	2.21849868625561e-172
RF00017	-2.44614130055377	3.22124739369068e-167
XIAPP2	-2.06907481127826	4.32326190539122e-167
RN7SL391P	-4.05379321371123	8.34332617003212e-165
DPYD-IT1	-2.20903023519167	1.91152550570094e-164
RF00017	-2.58678637821931	2.62818762680831e-164
RF00017	-3.32657379244518	3.14225275908118e-164
AL365204.2	-2.15130197939674	3.76456354152846e-161
RF00017	-3.18019805246522	2.66834143595051e-159
AC022274.1	-2.92524821521254	2.93413220068969e-157
SUPT16HP1	-2.76731077059514	1.0513603091579e-154
RN7SL455P	-3.49387077718891	1.36477859946662e-154
RF00017	-2.64101522714904	2.79563040972623e-152
RF00017	-2.13478189550653	1.80216129294844e-151
AC009227.1	-2.40497605020319	1.16561170210361e-148
AC027176.3	-2.06827726834865	1.32395277748944e-146
RN7SL510P	-4.66863702082401	4.5962288927427e-146
PRELID1P1	-2.00084011483628	1.0324398478595e-145
AC068254.2	-2.03909070050886	2.31938428710658e-145
AC093821.1	-3.06645656658098	3.16513462661026e-145
AL354919.1	-2.14410534243901	5.16437709106327e-141
RN7SL718P	-3.61675344633379	5.58500336003936e-141
RN7SL605P	-2.23118915559091	1.25866796336269e-139
AP002505.1	-2.64715086761544	1.05186442274044e-137
RN7SL531P	-2.11995267325397	1.64732561504818e-135
AC005086.3	-3.22939482024629	5.48509582938739e-135
AC016877.1	-2.39588007862099	1.29694024908125e-134
PRLHR	-5.23765173423147	2.1713332597075e-134
AC107956.1	-2.40356608102504	4.48533502999242e-133
AC022080.1	-2.19719496864744	1.38964814883096e-131
AC019097.1	-2.00077157425838	3.33588118085576e-131
AL353898.2	-4.30284425329962	5.30861375342773e-131
RF00017	-2.21002061167991	4.84492096943467e-130
AC034229.1	-2.6604300544691	4.66989035951484e-127
AP001775.2	-3.14830065145546	1.55232093079278e-122
RF00017	-2.34036899256424	6.69549740200579e-122
RN7SL740P	-2.17666240544816	2.12867909516325e-117
RF00017	-3.06935026180985	8.80878608679107e-116
RF00017	-2.61502272145789	9.38277524129117e-114
AL139396.1	-4.08494080326247	1.22426531771839e-113
RN7SL819P	-3.39787546623006	1.54572506699344e-112
AC092620.3	-2.35039173223729	5.27540682685285e-112
RF00017	-2.09757773961131	7.51806186447069e-112
CSMD3	-3.42218803598048	2.04683752067125e-109
RF00017	-3.01154732452088	3.83210056198987e-109
RF00017	-3.55965472108623	5.4894436401119e-108
RN7SL602P	-3.54642700127452	1.02118301132427e-107
RN7SL121P	-2.71851957866603	8.95434713170666e-106
RN7SL371P	-2.12478805666507	2.54643695881333e-105
RN7SL560P	-3.75258213631999	4.44826695097754e-105
AC144522.1	-2.11379303347322	4.36527468658753e-104
AP002761.1	-3.28993876825699	1.52055366456771e-103
AC244452.3	-2.27668022453581	2.57782581637132e-103
LINC01602	-5.29855662282464	3.11068178700275e-103
AC007216.2	-2.3414255748329	5.43309967642493e-103
LINC01634	-2.28082233498079	2.26483521356038e-102
AL591503.1	-2.95173678397012	2.34686180258757e-102
RN7SL690P	-2.03497161715613	1.58548783383854e-101
AC124312.5	-2.05863795150393	2.94873876916812e-101
RF00017	-2.02105121480014	3.01246539675806e-101
RNU2-24P	-3.0807013892325	6.67143264790686e-101
RF00017	-2.26140101462391	3.979630083205e-99
AL356481.2	-2.09720786611437	1.48820834336413e-96
LINC02374	-2.88317183765605	1.48903651623846e-95
AL022344.2	-2.80448450469851	2.64935593421662e-95
KCNB1	-2.17789851913095	3.02088974516341e-95
AC093766.1	-2.01637091356403	1.28778079334093e-94
AC007347.2	-2.83282625707603	1.59973121165831e-94
AC002044.3	-2.43970456862009	1.46802329774681e-93
RF00017	-2.2648683384392	2.38304330398006e-93
RF00017	-2.63400048339373	3.09982610896018e-93
KCNIP3	-2.29084774760847	2.84647441095982e-91
PWAR5	-2.37144795760239	1.01727257044471e-89
RF00017	-2.56805578943108	1.07890114115676e-89
AC124312.2	-2.67150738243546	1.0767893411051e-88
GABBR1	-2.03628127709854	2.44273371163184e-88
RN7SL619P	-2.09237455132411	3.45186626048011e-88
RN7SL644P	-2.27074912072369	8.06530355569513e-88
RN7SL811P	-2.46401412495798	1.20281809700185e-87
GNAL	-2.33672669530828	2.55873909746114e-87
AC093826.2	-2.63625818816265	8.32746733687309e-86
AL807761.2	-3.54901438925406	1.33052905127668e-85
AC005410.1	-2.02785081021748	1.1147590852172e-84
RF00017	-2.15244749726013	1.10479078285088e-83
RF00017	-2.45640277307233	2.2452213922267e-82
HPSE2	-4.05164874814601	4.7903792083274e-82
AC068587.7	-6.4187875803835	5.64018961520183e-82
RN7SL274P	-2.0655486378039	8.34718723792669e-82
IFITM10	-2.57395276938358	7.57929395862428e-81
AC010761.2	-2.22874740587902	2.27932885249972e-80
DGKK	-4.11775239856559	7.54912671896627e-80
REPS2	-2.08853166591151	9.72288597080647e-80
SLC7A14	-2.55919750430058	9.43408312917716e-79
RF00017	-2.72979682169352	1.88204143537552e-78
NKD1	-2.01082546585026	8.72941318013158e-78
RF00017	-3.07842867391372	8.78064855203412e-77
AC062021.1	-4.88067779830966	4.8505147811498e-76
AC009021.1	-2.18578779194375	5.60311692754939e-74
AC124312.4	-2.59262503032921	2.03260127212971e-73
SLC22A6	-3.21869657416915	1.31233658338918e-72
CRTAC1	-2.8308332236842	1.54339694356432e-72
AC117465.1	-2.52522923961571	2.02055399814239e-71
LRIT2	-2.78056961459156	2.68007211502679e-71
RF00017	-2.32398578642928	4.42352752738589e-71
CSTL1	-2.01277792447304	5.74787275981399e-71
SPHKAP	-3.32426218975031	8.85951691631815e-71
NOG	-2.43141670277648	5.2931246499486e-70
RN7SL744P	-2.08119560838367	7.44730496951932e-70
KCNH1	-2.46015679617705	9.39559598269307e-70
RF00019	-2.56874159720281	1.91195131180424e-69
SHANK2	-2.39879368175028	2.7971330454433e-69
CDHR1	-2.34446612917497	4.86101162989464e-69
CALN1	-2.99628027344607	7.40615823645556e-69
AL139390.1	-2.34990523254597	1.41022264460007e-68
AC104823.1	-2.02850710440532	1.28668971649296e-66
RN7SL847P	-2.14792821547281	2.05000831194429e-66
TNR	-2.70385673997525	2.0500183742356e-66
UNC79	-2.2420468913732	1.93480726486839e-65
RF00017	-2.19088859387163	2.84260987140588e-65
CFHR2	-2.07018093982704	6.72126798264284e-65
TRIM67	-3.83496054459084	9.33454474422793e-65
AC005000.1	-3.81383574830895	1.06897590210518e-64
ANKRD62	-2.28891992752847	2.86682188383082e-64
LINC02176	-2.12029972365309	1.65830900002305e-63
ADARB2	-2.54171515793143	2.11686095621571e-63
SLCO1A2	-2.25029361821702	2.22292833904183e-63
GRIN3A	-2.80713589286086	2.98613551449891e-63
AC109439.2	-3.64197114688434	5.6471540664157e-63
BCRP2	-2.04987272648855	5.8744814099345e-63
CACNG2	-3.4161499680754	8.60911050105456e-63
TPTEP1	-3.4770096903825	1.18756405101786e-62
AC244255.1	-2.38297713264759	6.92127118405694e-62
RANBP17	-2.09907586357075	1.88326322808699e-61
ATOH8	-2.11594946862376	5.71850191486118e-61
RN7SL470P	-2.02021776703714	1.17388706196766e-60
LINC00319	-2.64032766021581	1.72280516855594e-60
AP000721.2	-2.30337898784538	1.79092520924581e-60
DSCAML1	-2.29862198976799	5.94028286865451e-60
KCNJ9	-2.13963060296739	7.03100501795576e-60
AC069542.2	-2.80247497255213	7.29345714281211e-60
MYH7	-2.25542416974517	8.98560565824263e-60
KCNJ11	-2.33643681549687	9.35593722393856e-60
SCG3	-2.0147429964191	1.03742084941015e-59
AC133637.1	-2.4840103145621	1.29056526798096e-59
AC034236.1	-4.17794374992645	3.53677559630776e-59
AC074286.1	-2.90644376923609	5.12618962250308e-59
DOK6	-2.23690200584411	2.13168015996187e-58
RNU6-529P	-2.16435832019022	5.58583843835959e-58
FSTL5	-2.9263151939646	7.06301015389168e-58
MT-TS2	-2.23577441748742	8.02028340417181e-58
RF00017	-2.11901258062869	8.48507507254773e-58
AC008038.1	-2.91390692423139	8.78799173056649e-58
ZDHHC22	-2.18165113475774	9.19018413004926e-58
AC005696.4	-2.07619834419981	5.78518587456079e-57
CHGB	-2.51383475877754	1.53393545614927e-56
FAM155A	-2.17498424275496	1.70968486030898e-56
RIMS2	-2.45268590980973	2.39652999486466e-56
FAM19A2	-2.22707508520263	5.44708612976421e-56
FAM133A	-2.31863766179998	6.14816724231199e-56
RF00019	-2.35259058554161	6.15496707664773e-56
AL118505.1	-2.54069095737504	7.47702924010621e-56
CCDC85A	-2.18910306655112	9.57735542219332e-56
AL022313.4	-3.2587570276351	2.0072135463488e-55
HMGA1P7	-3.57817535925329	2.05609546066423e-55
AC053503.1	-2.86526736897453	2.41596849549658e-55
IPO8P1	-2.10465863100849	3.65503871341554e-55
ELOCP33	-2.07790709716354	7.29490614700746e-55
AC015540.1	-2.55985416042245	8.21299602158325e-55
SLC25A21-AS1	-2.54408605927711	1.87902703615472e-54
RASGRF1	-2.35876861218854	2.13067953515079e-54
AC005150.1	-3.18060053814857	2.79320177305853e-54
PTPRT	-2.50348705336182	3.52965320421894e-54
AC011369.1	-2.3261227894396	6.17092335886708e-54
C5orf64-AS1	-3.04106392632734	6.17495009443277e-54
RF00017	-2.48368873331962	1.89581609212357e-53
CA15P1	-3.0952523852266	2.41343935379005e-53
AJAP1	-2.33652798684616	2.55597436335227e-53
LINC02593	-2.15585144073704	3.6114920499368e-53
AC005736.2	-2.73258001857026	3.83759287096291e-53
RASL10A	-2.08666094361368	5.20358566489828e-53
PSMD6-AS1	-2.39822202662497	7.01228098613883e-53
RF00017	-3.9136612289817	2.69121666356262e-52
GALNT13	-2.37800715216121	2.73762828827164e-52
AC073551.1	-2.2359058730721	2.878044255596e-52
NYAP2	-2.36493815771667	6.64756246700671e-52
MDGA2	-2.21523766941666	2.22342745924049e-51
KCNIP2	-2.37306633867493	2.60354885015928e-51
RTP5	-2.70093912041572	2.96079077672523e-51
CUX2	-2.89993421605273	5.08496790028511e-51
JPH3	-2.46751497598633	5.60439671964684e-51
AC006262.1	-2.22288070738418	6.92042721163759e-51
NMNAT2	-2.0228861975714	9.13179351326012e-51
FANCD2OS	-2.0608365473595	1.00187004308006e-50
AMER3	-2.78785779357986	1.5755327157161e-50
USH1C	-2.82550552014923	1.80490923056231e-50
FAM222A-AS1	-2.13299871958449	3.57541184464905e-50
MTND4P12	-2.86572307807404	9.7814352794207e-50
GLRA1	-2.36474802161252	1.04829113551883e-49
SVOP	-2.70280234751298	1.79733902277012e-49
SSTR1	-2.96537134484895	2.31626396567677e-49
AP000547.3	-2.62990210743803	2.66514839777005e-49
BMP2	-2.00796078279718	2.72131959509144e-49
SNAP91	-2.30238236809633	3.69659939962343e-49
AC018410.1	-2.93054501984965	6.02075913097184e-49
AL392083.1	-2.12104140916319	8.22622019617619e-49
FAM201A	-2.11682020045437	9.80455183793586e-49
GABRB3	-2.23877860577994	1.1174618987594e-48
LINC01209	-2.32990432507245	3.07962919915949e-48
GRM5	-2.81026950750158	4.50278090106079e-48
ADGRA1-AS1	-2.01295549474344	5.35528259092722e-48
RF00017	-2.01702554453516	1.2158049956384e-47
AL356807.1	-2.25809496462783	1.40330533090981e-47
GABRG1	-2.79827389782342	2.36317372485605e-47
AL353597.2	-3.37274954287942	3.88311254370115e-47
GDF10	-3.03234306564594	5.03387732408758e-47
ADAMTS20	-3.35872160290592	6.87654811128946e-47
GDNF-AS1	-2.20986805300621	1.08495456407579e-46
SYCE1	-2.85845543320758	1.1634804667908e-46
AC009041.1	-2.23972398705432	1.60099247409468e-46
ELFN2	-2.29029563151728	3.06051282921897e-46
INSYN2B	-2.15403763740833	4.00112812482259e-46
KSR2	-2.52400398384333	5.41584772911198e-46
AL353597.1	-3.43379092834545	8.69163793804522e-46
SMOC1	-2.47598554790874	1.1940847071637e-45
TMEM151B	-2.12544553457222	1.31908600677288e-45
CBLN1	-2.67465451212078	1.39958885128506e-45
SELL	-2.56951508555413	1.56320080959755e-45
ABCC8	-2.19558729853889	2.69241832116024e-45
AC092134.2	-2.00604049996688	4.17165622164433e-45
DDX50P2	-2.03537498119624	5.99708819214765e-45
AC104982.1	-2.34187389991434	2.18675355787931e-44
AC027130.1	-2.11337974581298	3.26127303137739e-44
GRAMD4P7	-2.54260652505571	3.71668583715301e-44
MIR6071	-3.52281220420792	5.06034499704027e-44
AL136964.1	-2.119185749564	7.10309787830394e-44
CNTNAP2	-2.08179859452344	1.09669922737169e-43
AC023421.1	-2.58956960937458	1.51050765906724e-43
MCF2	-2.07195792240642	2.12656890887823e-43
FLJ16779	-2.14960599990995	2.39804925319158e-43
AC012213.1	-2.7928354507046	3.85895191689946e-43
AC092162.3	-2.63084713970155	4.04742871817702e-43
HTR1A	-3.53525896313287	1.01247441611519e-42
MYT1L	-2.30043118339033	1.9953917720956e-42
AC069228.1	-2.22451314342322	2.75556241240365e-42
SEMA3D	-2.29816020119551	5.04400339374815e-42
DACH2	-2.51644422596447	5.21966406588391e-42
AC010761.6	-2.05129483483893	1.0606443013035e-41
F5	-2.95761348005661	1.34275261503313e-41
BRD9P2	-2.41380301347652	1.65524150961942e-41
GOLGA6L2	-3.2624925229903	3.81223204424522e-41
AC034154.1	-2.33877002552159	6.23692752471179e-41
AL122019.1	-3.65904481176927	7.77922313052124e-41
LINC01168	-2.15648722385717	1.2158087757426e-40
AC104051.2	-3.76683374850793	1.62978888530316e-40
AL049749.1	-3.07799729869853	1.7910461077354e-40
GFRA1	-2.39811976202936	1.85190527581716e-40
CSDC2	-2.06034247828993	3.25818889025935e-40
PCDH15	-2.36978584637778	4.5148058271234e-40
AC004702.1	-4.47964907269608	7.50035227267301e-40
HAR1A	-2.17272918750845	1.16320714575199e-39
ARPP21-AS1	-2.54959015194084	1.32030732508197e-39
AC007326.1	-2.13502331013683	1.48520276502451e-39
KCNK12	-2.09019823016603	1.9382082324772e-39
AC112178.1	-2.14452000047079	3.94262333886127e-39
LINC00836	-2.21235603785511	5.53692653662502e-39
ETNPPL	-2.31315927635934	6.13427670586757e-39
DUX4L34	-2.48684370770543	6.78206794645722e-39
FRG1FP	-2.57601583723212	8.12256300399106e-39
AC012213.4	-2.85112237043274	1.15611453448558e-38
LMX1A	-4.69348784898873	1.64409013071807e-38
AC105233.4	-4.56342191793962	1.70517331715851e-38
CACNA1I	-2.13800700859306	4.23091997278496e-38
RF00017	-2.55837784475287	3.44676192638156e-37
ATP2B3	-2.31353581610857	4.93542002990688e-37
AL513217.1	-2.03213606579851	5.32195758554617e-37
AKR1C1	-2.09197022537433	6.13036833657364e-37
NDST4	-2.80119455163905	1.08556733929584e-36
HRH3	-2.4903297337442	1.61404594572931e-36
GRM4	-2.05790966821975	2.03086359045617e-36
RN7SL378P	-2.01617780250637	2.20153040340841e-36
CCT7P2	-2.47602192432703	2.40994248989266e-36
RNA5SP317	-2.54759194134944	3.29850511700048e-36
RNA5SP311	-2.54759194134944	3.29850511700048e-36
SLC9A2	-2.03978603281278	5.14881472419277e-36
AC073864.1	-2.6157744783412	5.38630033639268e-36
SHISAL1	-2.21328631418972	1.09233125668906e-35
MYOD1	-4.18228436788648	1.14688717063034e-35
LINC01166	-2.3878497216062	1.45513332272022e-35
LINC00906	-2.60123506135263	2.07913717013137e-35
INA	-2.3812365288602	2.60470736653822e-35
AC022778.1	-2.92193838030739	3.71291522545681e-35
SUSD5	-2.3370791044774	5.41444877638256e-35
AC109464.1	-2.11150896605299	1.0843085995909e-34
CDH18	-2.10367317202068	1.18619082767501e-34
GLP1R	-2.71181944039265	1.23091918607675e-34
AL450336.1	-2.42879728874083	2.84797234107185e-34
AC027319.1	-2.64670621675624	3.09184563378734e-34
AFF2	-2.17967421895765	3.33822402297807e-34
CNTNAP5	-2.06773785576897	5.44793968348276e-34
ANKRD20A10P	-3.42614529507197	7.65465588574758e-34
CNNM1	-2.07432213434477	7.85157816766783e-34
GABRG2	-2.08491293654276	8.52022044844274e-34
LINC02343	-3.62462173292388	1.29489776421612e-33
KCNC2	-2.46662106127128	1.51276367980726e-33
TMEM132D	-2.67671556752838	1.55571563376902e-33
SSTR5	-2.48770501436355	2.0753730022682e-33
WSCD2	-2.3428140571293	2.08208221343134e-33
KHDRBS2	-2.17416031708217	2.18784090538585e-33
G6PC2	-2.27894984521231	2.29300520103291e-33
AC110774.1	-2.07099994182217	3.87511423484526e-33
MARCH4	-2.24656906217479	6.5487941891209e-33
RNU6-277P	-2.07949779541103	1.04275335349678e-32
SCRT1	-2.24393400692968	1.15463587016576e-32
GRIN1	-2.44240768654643	1.2829093211472e-32
GJD2	-2.7254822673621	1.34441549633994e-32
AC068587.5	-2.55098325131634	1.63824770743569e-32
ATP8A2	-2.10336420142757	1.68804239318391e-32
AP005901.3	-2.40691151510014	1.78536953629073e-32
AC024601.1	-2.24007185994617	1.94385614107018e-32
CREG2	-2.24440033644012	2.27060327894722e-32
AC087289.4	-3.49231903427836	2.38505558868204e-32
TAS2R3	-2.15026612836114	2.50653353643847e-32
RBP3	-2.3260522546044	2.96943441797204e-32
AC103564.3	-2.72022630775254	3.23529210009031e-32
RELN	-2.04487264633869	3.77733567168721e-32
C4orf50	-2.0396864347971	9.29140175903044e-32
XKR7	-2.47108908212275	1.03273814521852e-31
TFF2	-2.14883582902791	1.25052347527001e-31
AC073636.1	-2.8579770677824	1.40988532671446e-31
SMCP	-3.91601253957053	2.12173698821359e-31
AC037471.1	-4.82802174325042	2.56094507597363e-31
AL355480.4	-2.31957819533429	2.739581267331e-31
AC016822.1	-2.70399255312989	3.11572018210281e-31
WNT7B	-2.06688770810604	3.62480370681985e-31
IL9	-2.74796134650929	4.26739933174006e-31
PCDHGB4	-2.06563408215951	8.10133103781416e-31
RN7SL499P	-2.36140995973	8.54076360425857e-31
AC012100.2	-2.43860960089622	8.98489798129867e-31
HTR2C	-2.38402800532036	1.36806674431197e-30
AC122707.1	-2.40796940066411	1.77871664635621e-30
AL807752.3	-2.57882960831682	3.81166125110636e-30
LINC01486	-2.89454816133419	5.53574174941292e-30
PCDHGA11	-2.19544813017503	1.02588529104256e-29
LINC00842	-2.11917562662067	1.73986930985229e-29
AC020909.2	-2.55080907559778	2.08683468123896e-29
AL161645.1	-2.2148037776431	3.30690830448802e-29
ZSWIM5P2	-2.16824506063146	4.21913336887718e-29
CDH9	-2.08804002873892	4.31724692742205e-29
ANKRD62P1-PARP4P3	-4.00441530942095	5.57165646083974e-29
AL031598.1	-2.30829263121414	8.97947709721247e-29
RF00561	-3.18998215726879	9.03369397547944e-29
ZNF727	-2.05756475613827	1.31750717009226e-28
AC090709.1	-2.36640643104542	1.40731360749728e-28
NSG2	-2.00847883915707	1.98965700018636e-28
AL355334.1	-2.75109128176771	2.49385896236591e-28
LINC02520	-2.84574305189177	2.58783048780385e-28
LRTM2	-2.26503979987626	3.36514592355425e-28
AC073486.1	-2.03421193650819	3.52630376692411e-28
FRMPD4	-2.08516323836188	5.61891502954347e-28
CACNA1B	-2.00858987134283	7.62735045281979e-28
EPHA6	-2.2275787270647	7.65390812912033e-28
SMIM32	-2.30961223203431	9.00952054148049e-28
CENPCP1	-2.22949374776714	1.66241984289892e-27
RF00017	-2.03328185646673	1.67282565221429e-27
AC061961.1	-2.48660560165515	2.71845347845723e-27
AC243562.1	-2.38838406772109	3.73481970803704e-27
AF228730.4	-2.35493095958138	5.04122327901109e-27
AC068790.1	-2.16032027680722	6.03709794420011e-27
CPLX2	-2.08495557965956	6.4481629781386e-27
AC024603.1	-3.86278503587648	7.95103968533601e-27
PNMA5	-2.01103163448004	9.11435925458054e-27
AP000357.2	-2.25867415218348	1.01551034868283e-26
AC110491.1	-2.30406796494384	1.24135280564026e-26
AC092634.4	-2.04011969398009	1.42397433579013e-26
RPL10P6	-3.46183140351393	1.55887535333694e-26
CHGA	-2.07060058753763	1.58084652399207e-26
AC026740.2	-2.20193925114284	2.06747890861073e-26
MTRNR2L1	-2.81264442788022	3.74076168099571e-26
AL445493.3	-2.05605892379436	5.38822800368515e-26
CRLF1	-2.05206273808281	9.57059309617693e-26
AC015936.1	-2.01542051061875	1.21962619986423e-25
AC097641.1	-2.18180755898869	1.94292335565373e-25
SYT10	-2.83549404170863	2.22491057726899e-25
IVL	-3.45285115395918	2.48952776253143e-25
PARP4P3	-3.69981886495488	2.64824537169384e-25
AC116612.1	-2.91233360982206	2.73858569333535e-25
GPR26	-2.44436620823251	5.11838041772996e-25
AC061975.5	-2.21010879550166	5.98065653006126e-25
AC018541.1	-2.04823810434497	1.39609546522488e-24
ANKRD62P1	-4.26070994762113	1.54893168710079e-24
AC136759.1	-2.3924353575975	2.09548848549555e-24
RYR2	-2.05266351534663	2.54289955402122e-24
AC007614.1	-2.12330138150189	2.76226106755523e-24
AL135790.1	-2.53590724397018	3.91391090088698e-24
ADAMTS19-AS1	-2.08128267172766	5.11122170324054e-24
AC008991.1	-2.03961339297804	6.58160517193704e-24
HMGCS2	-3.13559617187678	8.82329537841616e-24
AC090825.2	-3.73560933943327	8.86513347517021e-24
AC002428.2	-2.39329351014155	1.131708015524e-23
AC022239.1	-2.81741649062715	1.40017959060745e-23
SCYGR1	-2.11221492690104	2.30526869837388e-23
LHX5-AS1	-3.28131479790758	2.47692799592685e-23
SFRP2	-2.2486325983683	2.89664457857192e-23
TLX1NB	-3.07315911176514	4.06033992410249e-23
AL391152.1	-2.14303660058413	4.48352497466987e-23
AL132640.3	-2.22764509992074	5.50958309088276e-23
AC006538.2	-3.11387005397122	5.71489977826968e-23
RPL3P4	-2.42639158833722	6.73252816600098e-23
LHX5	-2.75656585443999	7.39619189050956e-23
PACSIN1	-2.0964182108516	7.6890916333494e-23
AC007527.2	-2.47188318193859	2.15260940201351e-22
OOEP-AS1	-2.01790299960728	2.83534659285621e-22
PTF1A	-2.03780031809429	9.01485736708342e-22
AL136090.1	-2.13105885648907	1.1978540168375e-21
AL031593.1	-3.65524761013127	1.56094790684986e-21
GABRB2	-2.00374634676411	1.7058109927491e-21
DEFB119	-5.67185504829842	1.8452456735324e-21
IGFL1P1	-2.30758267563803	2.1834175559088e-21
AP000547.2	-2.4492777759602	2.29561916584776e-21
LINC01616	-2.01910746128149	2.48512660716854e-21
AL133481.1	-2.60142237865511	2.91590093504423e-21
NKX6-3	-2.18837422848311	3.45967822292367e-21
RN7SL423P	-2.057308398634	4.27980170391008e-21
NEFM	-2.1765983727724	4.84710356090125e-21
AC008514.2	-2.20878734505476	5.69411637656733e-21
CU639417.4	-2.93550229583033	6.7106050807576e-21
FOXE1	-3.06574029092297	7.39153644236213e-21
AL353597.3	-2.11565445015606	8.41281715230673e-21
AC134684.6	-2.52179137210252	8.729163331651e-21
AL353072.2	-2.03782360342268	9.03174522950881e-21
LINC01123	-2.27865276002242	9.57608772425445e-21
GABRA1	-2.06878096285825	1.27246853404659e-20
MARCH11	-2.10551459185941	1.39202195979037e-20
KRT222	-2.05231597147933	1.53453444030165e-20
AC007552.2	-2.01737101564801	2.37971399875787e-20
AC009163.1	-2.48041462016474	2.54032954603238e-20
Z82196.1	-2.68716161221405	3.43876143874492e-20
MIR4454	-2.56673214612618	3.44694612256301e-20
AC135983.5	-2.14083826546843	4.69576567042101e-20
AC239799.1	-2.46878047068857	8.87750059382972e-20
AC134980.2	-2.40411496800122	1.56479756117248e-19
AC129492.6	-2.05558523050338	1.66670421431077e-19
DAO	-2.37422237160639	2.15778722560606e-19
AC140481.1	-2.65207480014412	4.18722734322826e-19
CA15P2	-2.24948962469334	4.64525706357981e-19
NWD2	-2.09887906974937	4.88394851026052e-19
AP006294.2	-2.9380006830412	8.75063229122146e-19
AL050303.4	-2.66167685560227	1.48818442055964e-18
OTOG	-2.40882515345684	2.42993993127123e-18
LINC01845	-2.36562808055299	6.2934368879364e-18
AC010319.3	-2.14777085797781	9.06149471317492e-18
AL031713.1	-2.24170293298338	9.69621548682506e-18
TRAV8-5	-2.21229540665309	1.01456872057844e-17
AP000547.1	-4.20356516597472	1.12682177472393e-17
MTND5P1	-2.32035793755647	1.21089141359779e-17
MCHR2	-2.08805697812464	1.37946253760465e-17
AC051618.1	-2.19906600417292	1.42679116593111e-17
AC079089.2	-2.00945159328985	1.63425491590803e-17
ADAM6	-3.05615644409559	2.54737444994234e-17
AC233263.1	-2.03950444453313	3.06644809057603e-17
NEUROD6	-2.26986243645317	3.11834897491347e-17
AC000095.1	-2.61842750180808	3.28214270795509e-17
AL109810.2	-2.40863248890598	3.29288602142068e-17
EIF2AP4	-2.20906299500537	3.68077834127343e-17
SLC25A15P5	-3.38130564640696	5.2366600842228e-17
AC104793.1	-2.58355853598374	6.47029497200428e-17
AL049541.2	-2.32692681998033	6.78102748075971e-17
GSC2	-2.81136352320833	1.11374205051974e-16
KRT14	-3.08956211401181	2.10112294659042e-16
AC010306.1	-2.03528384336454	2.12882242088968e-16
LINC01007	-2.99962200777259	2.20108526496804e-16
LINC01651	-2.09965179298047	2.38151709109582e-16
