gene	log2FC	FDR
RPL17P25	2.62580437681938	9.63047329677563e-58
PKMP4	2.86945147910617	1.1270859516291e-57
AL136131.3	3.00110690175678	1.2018190990529e-57
AP000695.2	2.24205056615754	1.29150554462517e-57
OCIAD2	2.49137248127881	2.12094141868791e-57
AL109936.1	2.21730721811249	2.60318887158438e-57
AL079342.1	2.1399432564697	2.89152004893787e-57
SLC25A6P2	2.46651787312446	4.27364318514683e-57
COL6A3	3.0710822294608	5.13212136635994e-57
RPS26P38	3.04921567835429	5.63914305965629e-57
RPL10AP3	2.83439710009084	6.31831004538511e-57
RPS26P43	3.39028536985701	7.32649667425141e-57
AL357055.2	2.32664189705547	9.9433363628248e-57
LINC01943	2.62102871821329	9.96682100066619e-57
RPSAP55	2.68815767999418	1.23943818229346e-56
HIST1H3G	2.98205972603235	1.27277335156024e-56
AL590135.1	2.89623236302996	1.56661759566891e-56
RPL23AP61	2.77232688227631	2.14866736976278e-56
SCNN1G	2.56853604401121	2.45007985877608e-56
FP671120.4	2.86551827551065	3.14528027689183e-56
AC121334.1	2.47075227814298	4.35750091786817e-56
AL353151.1	2.34512392484934	5.25999831427123e-56
PPIAP83	2.71583010271401	6.15496707664773e-56
RPL5P35	2.46751626195135	6.82817384448998e-56
AL138847.1	2.10770753601203	7.19521647694045e-56
AP000281.1	2.14415421421146	7.3664091838329e-56
RPL19P13	2.62558346531918	1.03106475331022e-55
AC074051.1	2.84824670623308	1.15295913747838e-55
RPL7P13	2.42670942503436	1.18910567019574e-55
AC100771.1	2.09703618508094	1.46252705588603e-55
COL1A1	3.19219009196759	1.76925701998638e-55
RAC1P4	2.39384153333755	2.07396690856101e-55
MSNP1	2.50984538517525	2.29333300312484e-55
RPL39P38	2.19106215714909	2.34347827001856e-55
AC008549.3	2.63164566437689	3.27750565150095e-55
SUMO2P20	2.79113192814743	3.76487069687789e-55
GLULP3	2.32247562237895	4.98120677218361e-55
AC005943.1	2.61351457138552	5.37036352286631e-55
MARCO	3.30343483918156	5.45388195178138e-55
AL356981.1	2.48770882330593	8.10957974501875e-55
RPL12P11	2.37583479850664	8.40365266964426e-55
NNMT	3.21877422098918	9.47950223699041e-55
FABP5P7	2.7557949738073	9.71308309709166e-55
AC090142.1	2.81168620962174	1.07398619932145e-54
RPL7P48	2.14978836917554	1.26889473946975e-54
DMBX1	2.2245629394918	1.31648097529491e-54
ATP5MC2P1	2.77794417431347	1.31648097529491e-54
IFITM9P	2.84915516861605	1.41331823883141e-54
RPL5P10	2.73423062629988	1.86850735042016e-54
SLC25A5P8	2.85438730193077	1.94212791523521e-54
AC008694.2	3.08516676457248	2.62983149370014e-54
S100A4	2.36945528605116	3.26730455352023e-54
RPL21P18	2.39091087485044	4.67071481561528e-54
AL136116.1	2.76118983337796	4.98557847997179e-54
MT1P1	2.68207222713576	5.18693855129688e-54
PPIAP6	2.09650107311152	5.94140078146448e-54
TGFBI	2.39937754838184	6.21308207894205e-54
AC090515.1	2.16558116869614	6.62391036983806e-54
RARRES1	2.40591211524353	7.91929670191958e-54
AC004692.1	2.95919836755868	8.85249403885021e-54
HNRNPA1P42	2.15818859295513	9.40599251827516e-54
SAA1	5.10074306107275	1.13727728769059e-53
CAMP	3.97982828814346	1.15488843210236e-53
AC006970.1	3.16184970753858	1.1597808689654e-53
MIR663AHG	2.58663713424971	1.37071802078955e-53
PPIAP75	2.40656176923499	1.65392896858532e-53
LINC01929	3.30120366669354	1.71702647496918e-53
AC092754.1	3.01892374544909	2.08593820156464e-53
EEF1GP4	2.07821867025629	2.21638065682104e-53
AC104763.1	2.23933484621675	2.72099154793006e-53
NAMPT	2.02276536793949	2.94784973346669e-53
RPS3AP50	2.98801637940716	3.55157934111383e-53
ELDR	3.76803868356986	4.35216174117848e-53
COL3A1	2.9685703600643	4.58623471613282e-53
RPL10P8	2.19185216711532	4.78487174061487e-53
ATP5MGP2	2.94833286377649	5.91284425501986e-53
FABP5P1	3.6696776850152	6.77092087237037e-53
HIST1H1B	3.0319583416333	7.75767756405833e-53
C5orf46	4.8643282760018	9.57147575062314e-53
AC034207.1	2.5968712429328	1.16746235923272e-52
RPL31P28	2.59532622980575	1.84628416402425e-52
GPX8	2.40550624870109	2.24690527364295e-52
AL365258.2	2.50106620489742	2.9174992657407e-52
FCN3	2.18072449075001	2.92446255160644e-52
RPL7AP34	2.02419950592871	2.9676607642237e-52
RPL32P31	2.93123005497732	2.99377264739335e-52
AC010655.2	2.06724530997007	4.13383861976774e-52
RPS4XP23	3.0708163214394	4.27870314928974e-52
PPIAP44	3.04172559194801	6.08505717335429e-52
PHKA1-AS1	2.58062390305923	6.52985342917428e-52
TIMP1	2.77206623876301	1.00153157026518e-51
RPL5P33	2.77029284662372	1.07403188635942e-51
RPL12P32	2.36454290457579	1.14588035475528e-51
DYNLL1P3	2.80240549714837	1.47342378480176e-51
RPSAP25	3.04482478828471	1.62375466372239e-51
AC022404.1	2.74049844252414	1.89752852841835e-51
COL6A2	2.67548761237568	1.92423107378676e-51
AC008268.1	3.76584456151425	2.09006241736617e-51
AL450345.1	2.64404088062286	2.20899519613689e-51
AC024451.1	2.16828050965906	2.91185178803268e-51
GAL	2.75000948594154	3.98688002604976e-51
AC099548.2	2.0161207718481	4.24221707288043e-51
ADM	2.56060323683732	5.54107914574134e-51
ENO1P1	2.07788594840442	6.25633638922795e-51
SAA2-SAA4	4.92720204503641	6.41892749717912e-51
RPL10P18	2.63421812675584	6.8928870614826e-51
KRT8P8	2.66764542162496	7.00610865566377e-51
AC114495.1	2.46947200463467	9.04496686176233e-51
RPS19P7	2.75052389597418	1.25842210983753e-50
MIR155HG	2.07765253682417	2.28095803436286e-50
AL513331.1	2.6642960842972	2.62830672730043e-50
AC092268.1	3.03216833042658	3.06541309963197e-50
AP000797.2	2.38978291335783	3.19287687967971e-50
AC090287.1	2.79528168284962	3.37409387773377e-50
AC137055.1	2.25248256414858	3.63346853613283e-50
RPL34P27	2.557485401979	4.113994713139e-50
AC007160.1	2.38056622525871	4.19076545455883e-50
RPS3AP29	2.20494300803572	7.2387071666129e-50
CNN3P1	2.69936533849246	8.57788016097502e-50
HMGN2P8	2.72715679048803	9.01519798539543e-50
AC026477.1	2.37450482056614	1.03048410612219e-49
RPL29P19	2.33537058705489	1.03237443431093e-49
RPS5P2	2.22801673063767	1.31687606492017e-49
AC104306.1	2.27914184747845	1.5129679092562e-49
LILRA5	2.14304855257662	1.9043002030002e-49
MYOSLID	2.53933132888762	2.35534858953435e-49
AC012671.1	2.69703582122032	2.48104473915895e-49
RPL39L	2.0126088530334	2.68816062084438e-49
AL451074.5	2.57246197802395	2.72908055649959e-49
AC006539.1	2.27899346618355	2.81391534981956e-49
RPL23AP52	2.31161329831591	4.66695719885187e-49
RPL5P5	2.44706649355186	5.30208080201273e-49
AC005094.1	2.98998327501725	7.02430156258433e-49
UBA52P3	2.40251928305312	7.42313409285214e-49
AC096915.1	2.26991946205181	7.63084020928839e-49
RPS20P24	2.46858645399065	7.78057296318092e-49
RPL3P8	2.18398187362553	8.39243328863072e-49
AC019176.2	2.98185455760117	9.38201631292608e-49
RF02164	2.70087968193668	9.82825119022354e-49
RPS26P13	2.76711437599387	1.00225599219609e-48
RPL18AP15	3.03537536163267	1.07377398134756e-48
HMGN2P35	2.52001766919052	1.14046598969687e-48
ACTG1P2	2.08893411674915	1.215851383893e-48
ACTG1P11	2.08893411674915	1.215851383893e-48
ATP5F1BP1	2.29631013785763	1.31836945016607e-48
AC084198.1	2.3690300582178	1.47582510300105e-48
RPS27AP1	2.47624574034699	2.02734262412603e-48
RPL13AP19	2.03607423590489	2.27203908029475e-48
AC097713.2	2.66631067611353	2.38282731313138e-48
AC010677.1	2.15116634251555	2.39785874559879e-48
RN7SL1	2.21720692281462	2.45593310777085e-48
SLC25A5P2	2.61063790537866	3.53383720993006e-48
ATP5MC2P4	2.27122131666838	7.66231037910566e-48
CHCHD2P2	2.39979940123622	8.13956046141529e-48
AC104339.1	2.19173885873018	9.44921693447887e-48
PPIAP68	2.78485635222367	9.96065310349053e-48
AP000942.1	2.81057615700964	1.03002100334007e-47
MMP8	3.68613213041176	1.12895345606605e-47
OR51E1	3.01270851702289	1.13330227826782e-47
RPS7P7	2.53128358875794	1.15125170686668e-47
NODAL	2.15041915355281	1.60940275197271e-47
HMGN2P19	2.53370732651702	1.67570940053587e-47
AC017002.3	2.37984277690474	1.68971670214531e-47
DYNLL1P7	2.64362251986844	2.46543870960102e-47
PFN1P1	2.18216480467303	2.53387674580218e-47
LDHAP1	3.22728995830497	2.89099008571343e-47
HNRNPCP4	2.00740655529725	2.91071276158621e-47
RPS15AP6	2.19834437714765	3.12747373964817e-47
AGAP2-AS1	2.64957702943209	3.20879138838004e-47
RPL23AP91	2.84956505158943	3.51724349180828e-47
RPS3AP39	2.73937594040168	3.66813919404819e-47
AC008446.1	3.56842724839459	3.74020800113307e-47
NPPB	2.68907258020098	3.88311254370115e-47
PLA2G2A	4.75550015448824	3.94572824740813e-47
RPL35P3	2.30628748533926	4.15720715250126e-47
RPL22P2	2.00695754161059	4.48469070073677e-47
AC044810.1	2.56172059996616	4.85393468693703e-47
PPIAP37	2.8976709667987	5.83729665325554e-47
BTF3P12	2.55657377865449	9.23726090552813e-47
AL512604.1	2.52502027062341	1.16186611942594e-46
CHCHD2P3	3.41491598391171	1.33192681084889e-46
AC010970.1	2.3182760541712	1.54052482088837e-46
AC090796.1	4.70797594751317	1.55040213813258e-46
RPS15AP5	2.51292644301653	1.88850938229399e-46
AL163193.1	2.47270476932674	2.09767897266965e-46
HNRNPA1P32	2.0136756294425	3.23115402023076e-46
GAPDHP24	3.17063946154452	3.35830352347008e-46
RPS27AP17	2.94551551313761	4.34050001339895e-46
RPS27P14	2.46886689415908	4.89905631843812e-46
RPL12P17	2.24628847771414	7.19347151227742e-46
AQP9	2.76339412655309	7.37400996984552e-46
CCT6P2	2.5744773135823	7.92624978756151e-46
RPPH1	2.49185728033231	8.14574103156158e-46
AC090311.1	2.95269459826612	9.90749166352031e-46
CLIC1P1	2.48850033335352	1.3303882175584e-45
AC013452.1	2.44296045885236	1.82555390853085e-45
AC006483.1	2.8344882097801	1.82638627986572e-45
ACTN4P1	2.31676857093034	1.88458141010567e-45
AC008065.1	2.85215814537655	2.05552978902493e-45
RPL37P1	2.60164246158187	2.13150902823566e-45
BTF3P4	2.3628411940428	2.40585514193619e-45
RPL23AP38	2.54593017411328	2.57052534418686e-45
CHI3L2	2.6807027678575	2.62586824806917e-45
GAPDHP45	2.50560711192223	3.17056569135897e-45
RPL9P30	2.43206515689149	3.69631854109113e-45
CD70	3.15783706192612	4.96920394959274e-45
CYP19A1	2.04487671536192	5.02343443001612e-45
CD248	2.03522040866385	5.34733235722713e-45
AL590004.2	2.39137419185608	6.38611194542648e-45
AL359643.1	2.28422016424455	6.56089234160799e-45
RPL13P	3.33018949570067	7.52311115288051e-45
RPL23AP55	2.60583120810305	7.88863960241997e-45
RPS21P4	2.97082360722051	9.05602844559627e-45
MIR3681HG	2.29757900070497	9.21715906829634e-45
RPL12P2	2.32273037217433	9.83823230097976e-45
AL353754.1	2.38530961345844	1.01367127286341e-44
RPS26P56	3.13168667054016	1.19904686195406e-44
AC010683.1	2.68203213805049	1.21847442714642e-44
RPL7P58	2.21489541612414	1.22091240830504e-44
AC010328.2	2.43628732533219	1.87934146590085e-44
AC106028.1	2.65341502782394	2.11630899944187e-44
EIF4A1P6	2.69823397992567	2.47377473762327e-44
RPL18AP8	2.68152601626003	2.63958589376399e-44
LINC01587	2.6383084388761	3.02095862845319e-44
RPL13AP23	2.339510763686	3.15292691608858e-44
AC092447.2	2.16216264771672	4.83618391591982e-44
RPL7AP73	2.70495985544109	5.76927643229487e-44
TNFAIP6	2.38358055694315	7.78221159961564e-44
RPS27AP19	2.7108859459605	8.64912415983204e-44
MIR3648-2	3.22251844019017	9.33583853884088e-44
MIR3648-1	3.22251844019017	9.33583853884088e-44
AL031864.2	2.46106906702588	1.12908405526422e-43
BTF3P11	2.54498085051156	1.15722254176343e-43
AL356390.1	2.7819203511395	1.25204596454418e-43
AL096829.1	2.37338247528833	1.40060672224168e-43
NPM1P22	2.33636070060213	1.52182760897978e-43
RNA5-8SP6	3.87464010906838	2.18429583042486e-43
AC011498.5	2.63793089966289	2.35085716402876e-43
AL391219.1	2.42303164735084	3.56013865521832e-43
AC092824.1	2.52434307764408	4.47287097939728e-43
AC099340.1	2.40384160280943	4.81542452416785e-43
HSPE1P6	2.62702624199545	5.76327216046164e-43
AP003174.3	2.78110779750955	7.63966832057442e-43
RPS29P11	2.91831580525684	7.81642761404838e-43
KISS1R	3.01247447724278	1.00745559655096e-42
HOXB9	3.37685644338091	1.52204064880498e-42
LRRC15	3.28613600701588	2.13185734772772e-42
HNRNPA1P2	2.05482910627388	2.97831690212984e-42
SLC25A5P7	2.48563559507551	3.26585441579861e-42
FO393415.1	2.48921510578634	3.7211053087558e-42
AC099670.1	2.60941836329503	4.0469158110806e-42
AC003035.2	2.75310892251765	4.08062774673833e-42
CXCL6	3.18882932384725	6.53665584891858e-42
EEF1GP2	2.22069372339569	6.82300466689672e-42
SPP1	2.1738383655354	7.63638349553343e-42
RPL21P111	2.49234512461291	8.05147108745866e-42
HSPE1P7	2.53227761792093	9.44646180130312e-42
EIF4A1P9	2.3495971878522	1.19910575208769e-41
MYBPH	2.7548505290353	1.23434536373824e-41
LINC00968	2.51694249205079	1.29059293061241e-41
DPP4	2.41123375545072	1.35315086633794e-41
AL355512.1	2.61582704000717	1.54184403910923e-41
AC060764.1	2.52174407032616	2.34184099206465e-41
XRCC6P1	2.0970307572732	2.36763331881034e-41
IL1R2	2.31844017084824	2.46040491159177e-41
LOXL1	2.21774525931995	3.172788422287e-41
AC108073.1	2.43013602376449	4.11571442390402e-41
RPL12P21	2.20124354846068	4.23633463651893e-41
AC084357.1	2.74088239295153	4.44528483187645e-41
AC093142.1	2.27812755269321	4.57122601485008e-41
RPL5P32	2.5381605313887	4.74527502639627e-41
RPL17P44	2.67028286649507	4.87564694635242e-41
RPL17P51	2.69640283415334	5.49559786547952e-41
GAPDHP39	2.25992670912655	5.82648220942222e-41
RPL36AP13	2.58561264633514	6.14143094029856e-41
HCAR2	2.43379967569855	7.81478402969472e-41
AC090820.1	2.66985812147389	8.85410351878092e-41
RPL3P10	2.3654472144546	8.94874993561588e-41
AL358178.1	2.76072735908362	1.08634824298725e-40
RPL3P11	2.44282091425575	1.11994413025819e-40
AL590609.2	2.21285977925707	1.16827079554784e-40
RPL15P18	2.00378082464421	1.27038795404899e-40
SSX1	2.74725775542759	1.28342998873105e-40
AL138799.3	2.77532980680984	1.33797441744528e-40
FCGR2B	2.4890172426567	1.37548430156562e-40
CHRDL2	2.34923920193463	1.39704953323003e-40
AC104076.2	2.80317947079919	1.79692765121084e-40
AC024619.4	2.14473336021731	1.96736452468184e-40
AL445189.2	2.18512308976112	2.13977663922846e-40
HMGN2P36	2.35397611157016	2.24600620455098e-40
RPL34P31	2.16095306662077	2.30240988520219e-40
AC025459.1	2.36230043064151	2.32901319541665e-40
S100A9	2.42205189052929	2.88627058779762e-40
RPS15AP40	2.38508016433484	3.16644997413694e-40
AC074085.2	2.24770021925545	3.44143691497053e-40
RPS24P6	2.41227205925464	3.7820651788602e-40
AL357632.1	2.86311440281898	4.5148058271234e-40
IGFBP2	2.44354542597095	5.62005522305308e-40
MCTP2	2.16079719335779	5.98511433451025e-40
PPIAP7	2.37468966845835	6.10682670610147e-40
AC105399.1	2.59585536924106	7.35034805696432e-40
AC114803.1	2.55990995160032	7.86431578527122e-40
TFPI2	2.54970522359598	9.01492986660063e-40
RPL7P16	2.03330800406704	1.0850572272675e-39
AL590396.2	2.38632026546493	1.1545211759785e-39
RPL23AP19	2.14148003162081	1.23957334086065e-39
EIF1P5	2.61906048299645	1.48550371858656e-39
RPSAP32	2.82202021236525	1.87703816184566e-39
RPS4XP15	2.55680927406334	2.03408225963561e-39
AC098828.1	2.88776420233693	2.15302185603108e-39
MMP9	3.13807931926734	2.18789179699149e-39
CDC42P2	3.11477574233148	2.26910224583988e-39
RPS29P8	2.61908074480128	2.60055999651504e-39
PPIAP1	2.55021263786332	3.21183614755984e-39
AC093270.1	2.01694835481589	3.53337494161223e-39
RPL30P5	2.56579134725719	4.07296422342722e-39
EIF1P3	2.02491902278468	4.60182392016305e-39
EMP3	2.26080402830608	5.71676223526432e-39
AC125611.3	2.93473006460566	5.88528920754886e-39
HMGN2P25	2.14839227129925	5.97075958618684e-39
HSPE1P8	2.27111295025366	6.13427670586757e-39
TMEM132D-AS1	2.53881493588296	6.25905702799398e-39
PPDPFL	3.29443869360482	6.53306693746772e-39
AL022237.1	2.40322300660646	7.2021373250319e-39
HSP90AB6P	2.34403712540983	7.62604540699191e-39
RPL23AP41	2.56443776722863	7.6387328670252e-39
AC024082.2	2.79704737227806	7.72621310112382e-39
FABP5P10	3.2851941858001	9.0921000788851e-39
RPL19P11	2.40429749966118	9.48209251957856e-39
AC025165.2	5.33912461392769	1.00503175667447e-38
FABP5	2.29043000832498	1.10431538233967e-38
EEF1A1P20	2.54761204534993	1.23708710350408e-38
AC074351.1	2.32907979070774	1.33838577266708e-38
EIF5AP4	2.64083801587225	1.38045846646548e-38
RPS23P2	2.35606428132165	1.4566773925196e-38
LIMS4	2.09765460144256	1.4566773925196e-38
TRDC	3.18444976993616	1.60081571231781e-38
ANXA2P3	2.55005140876843	1.63972137365184e-38
PHBP1	2.60060135812708	1.77434956758949e-38
RPS27P23	2.15300442739034	1.82529585079547e-38
AC012498.1	2.31265656870982	1.97959794196079e-38
IL2RA	2.75497727437957	2.5522929340272e-38
MANCR	2.06113017506548	2.9490047645486e-38
AC073264.1	2.39578472276083	3.18859531896944e-38
AC022092.1	3.43861221074892	3.31497999772375e-38
AL512599.1	2.03190817023753	3.46556506273033e-38
AC005480.2	2.9061354939934	3.61026549325716e-38
AC093850.1	2.41530034391951	3.71911011294467e-38
AP003733.1	2.50796165942512	5.42350276763531e-38
RPSAP40	2.59013281463253	6.64512197928008e-38
AL121835.1	2.55898527279481	1.04631759501963e-37
AC092570.3	2.5405897180289	2.05340472965366e-37
SERPINE1	2.38585374228121	2.11515835027189e-37
C6orf141	2.14541812095376	2.46538003091635e-37
CYP27B1	2.27693891090845	2.63358416059434e-37
AC027277.1	3.33717935647026	2.73468943432086e-37
RPL5P26	2.89998163077232	2.97696151828654e-37
PGK2	2.93008966726737	3.35280788918874e-37
AC126283.2	2.16759949396027	3.43480734140545e-37
HLA-P	2.7746669794341	3.5383095596291e-37
BDKRB2	2.09441731464176	3.72073921626283e-37
AL512430.3	2.14654983363756	3.78270118516099e-37
AC020983.1	2.28657567433844	3.82852931784456e-37
HMGA2	2.29145756865742	3.96380261432852e-37
AC093106.2	2.76116383522691	4.22051404506762e-37
RPL23AP77	2.41517547112901	4.4628735009442e-37
RPL7AP51	2.4850245925933	4.60588336642488e-37
RPL30P3	2.59683845782976	4.64378649868213e-37
AC114964.1	2.28896743573335	5.12723533514519e-37
AL133445.1	2.6716375624972	6.80584140367057e-37
HMGN2P20	2.57863464672302	7.15824023038821e-37
MMP1	3.19336219987821	7.31498372484164e-37
GAGE2E	3.41875840007433	7.82897793949285e-37
PHBP21	2.26253042245159	8.49544030690432e-37
AP001372.3	2.15392277065311	1.00081912133393e-36
RPL10P12	2.11283360137034	1.02445013009002e-36
BX890604.1	2.49053433420463	1.05668765440471e-36
AC114801.3	2.26081699894648	1.37854900682709e-36
RPL23AP11	2.26918544308458	1.47995007538911e-36
LDHAP5	2.03646704183556	1.52429961691312e-36
AC092324.1	3.10983356343786	1.59784132842555e-36
RPL17P2	2.63051237277932	1.61472118389077e-36
RPS23P7	2.53629922567644	1.77239167849867e-36
AC106872.3	2.78897953413431	1.95313140618735e-36
CTHRC1	2.32928314694359	2.22363081268214e-36
AC104308.1	2.51253358464416	2.36670568645882e-36
RPL5P25	2.09096669659195	2.41206389171624e-36
AC026410.2	2.70399177958393	2.58341321261646e-36
HIST1H2BI	3.31089080867505	2.6283395072268e-36
HIST1H3F	3.66987145082182	3.28744669876338e-36
RPS26P35	2.93753820126305	3.6792906465166e-36
RPS12P5	2.71644489646153	3.76587617909625e-36
RMRP	2.65342777748202	4.30339874947715e-36
RPL7P20	2.34293292180843	4.53879941543788e-36
SPINK1	2.14396708737635	4.57890701632935e-36
AC084026.2	3.13407585798759	4.9588942574429e-36
AC008716.1	2.48642207322128	5.05998524646528e-36
RPS6P22	2.5821415246384	5.24471642811108e-36
AL357552.1	2.36385495331303	6.29732523123643e-36
MMP7	3.05809718938784	6.87534645245047e-36
HSPA8P6	2.66562382896317	7.21421113981109e-36
S100A8	2.33700135288456	8.22004699200506e-36
RPL23AP83	2.39948517257029	8.30577398161675e-36
AL135924.1	2.66779150605374	8.46072414982676e-36
BTF3P7	2.1699233094814	9.1924060968712e-36
AC004938.1	2.47134396739819	9.23444498915605e-36
AL590617.1	2.27427789995249	9.546822994995e-36
FPR2	2.01348733911551	1.01019714227956e-35
SEC61G	2.49393884614005	1.27988596452799e-35
PDPN	2.31352392227456	1.48504543992709e-35
RPSAP74	2.17102577424235	1.6564264440449e-35
RNASE2	2.03067946538625	1.9526761893466e-35
HBG2	2.4104071180793	1.99337703189912e-35
RPL21P107	2.19520505375988	2.35326557305736e-35
SLC25A3P2	2.27924170394183	2.6665110242007e-35
HNRNPA1P13	2.188318246811	3.392146786178e-35
AC079834.1	2.25026348123203	3.61555055861497e-35
BX640514.2	2.72575837213286	3.82195105942428e-35
STC1	2.34197039735948	4.93599792064797e-35
RPL34P1	2.23996777326943	5.2583518977029e-35
AL445529.1	2.95986483262292	6.43067567123344e-35
MT1CP	3.06945840686486	7.57637327226509e-35
MEDAG	2.36922055075931	8.05641933745817e-35
COL5A1	2.26480559325951	8.11957934524012e-35
H3F3AP5	2.22824440680276	9.35014372965454e-35
AC107398.1	2.38318340542432	9.50987983212182e-35
AC025271.1	2.23090582526806	1.00157582753673e-34
RPS26P40	2.8127595001695	1.04594217294513e-34
RPS26P54	2.77191150400656	1.15262561634592e-34
TUBB4BP3	2.26780126220615	1.18619082767501e-34
PPIAP5	2.60082219289197	1.21855739839769e-34
KRT8P35	2.28667088624723	1.30519935898556e-34
AL049714.1	2.33596935551352	1.56144839466033e-34
RPS6P15	2.22193193891513	1.82360374418709e-34
HIST1H2BH	2.39416582255556	1.8900985399825e-34
PRG4	2.00802173651247	2.75646121956737e-34
RPL12P26	2.52291144130708	2.81441183755175e-34
NHLH1	2.16518774465067	3.16014369482448e-34
PHLDA2	2.29154960281467	3.50748839400014e-34
TREML3P	2.36307019240868	4.22624318198402e-34
RPL35AP21	2.69127867738887	4.74157489923279e-34
RPS7P6	2.12066136428579	5.1611146341236e-34
MSMP	2.70622177602809	5.87682759375589e-34
STX8P1	2.25081913273052	5.90208042241739e-34
AL136231.1	2.25099626753137	6.29165209329812e-34
DBIP1	2.06891607359031	6.66933410749123e-34
CLEC5A	2.40292943039779	6.89094948057519e-34
HP	2.68547609750654	7.9862707068397e-34
RBBP4P5	2.11837870508354	8.30423959357984e-34
PPIAP25	2.308879756949	1.01807569682222e-33
GABRR1	2.44610525595214	1.06261004501576e-33
HNRNPA3P8	2.2295143432504	1.31971550682619e-33
RPSAP51	2.17244796278293	1.42488796443838e-33
AC018761.2	2.36382528929565	2.64410256462684e-33
RPS3AP9	2.68632064118287	3.06486154192496e-33
RPS24P13	2.17277926635917	3.21933119568504e-33
MEIKIN	2.01332697827419	4.05415466499823e-33
AC010099.1	2.27600746762328	6.98318515028221e-33
UBBP5	2.48513439463681	8.22304795070239e-33
RPL35AP31	2.59772433642707	8.43456672818056e-33
F13A1	2.56910454016009	9.1049646466757e-33
AC007383.1	2.37039796977151	1.08945614293416e-32
RANP6	2.18666299353067	1.10571508037965e-32
AC010631.1	2.56870666832164	1.240477944014e-32
RPL21P127	2.61435239678691	1.26870618008301e-32
AC007992.1	2.63288538245419	1.4313652561377e-32
AGTR1	2.08165933531414	1.55001415441556e-32
HNRNPA3P13	2.25682826287795	1.59764433633158e-32
SOST	2.96831635426182	1.6053229461356e-32
MIR3687-2	3.77539159760399	1.72680718662277e-32
MIR3687-1	3.77539159760399	1.72680718662277e-32
THBS1	2.16226284899581	1.74845583737734e-32
PPIAP36	2.33142877619821	1.87063573890842e-32
VWDE	2.53571061305963	1.89380852667757e-32
RPS3AP32	2.61508708653923	2.10328790588243e-32
AL389915.1	2.29875705360941	2.34555662732048e-32
FRGCA	2.28182585214421	2.74614924694604e-32
RNU1-28P	2.36361376468637	3.23670917973005e-32
RNU1-27P	2.36361376468637	3.23670917973005e-32
RNU1-1	2.36361376468637	3.23670917973005e-32
RNVU1-18	2.36361376468637	3.23670917973005e-32
RNU1-2	2.36361376468637	3.23670917973005e-32
RNU1-4	2.36361376468637	3.23670917973005e-32
RNU1-3	2.36361376468637	3.23670917973005e-32
RF00003	2.36361376468637	3.23670917973005e-32
ATP5F1EP2	2.80706480533052	3.2480446150552e-32
CDK4	2.00786619236321	3.46478631715798e-32
KRT75	3.21843415337998	3.61679413052943e-32
RPL18P13	2.05229355561261	4.13771214409015e-32
LINC01029	2.93496703520034	4.32723863579608e-32
AC092436.1	2.19128672331193	4.52286965849794e-32
RPL7P10	2.16008750462048	4.60512570047018e-32
ARPC3P5	2.25164288290918	4.74886064887417e-32
DMP1	2.03641073559234	4.85297199075237e-32
RPS26P34	2.70845608514973	5.13520864974238e-32
WISP1	2.46439775706225	5.49855571999954e-32
AC021723.1	2.62779569174313	5.65236930856735e-32
HMGN2P18	2.27205195884697	5.66541096079551e-32
ACTG1P18	2.26752099279405	5.90863218043608e-32
C22orf42	2.25760877957176	6.24801459595899e-32
CCL23	2.69314733435124	7.03479378068857e-32
AC016687.1	2.61348819995888	7.13424647446434e-32
FTLP15	2.52531586639912	8.74841179786552e-32
MFAP2	2.21159304281542	8.82871560386557e-32
AC006445.1	2.00487481306783	9.38094637337726e-32
PRDX2P1	2.08473274256948	9.64320413078003e-32
AC096537.1	2.1633856988326	1.12535878933549e-31
HMGN2P31	2.33347021197989	1.36008692184752e-31
AC011476.1	2.30300233110854	2.11875445242273e-31
RPL7P27	2.40210125609402	2.74900484207588e-31
ARL6IP1P2	2.18466511241333	2.77181704839542e-31
TUBB8P6	2.63562431017061	3.39989705801615e-31
AL138895.2	2.70402665967862	6.22795457619349e-31
PRAME	2.58119526399979	6.5557619774372e-31
RPL23AP16	2.76769808699526	7.60712554089545e-31
HCAR3	2.74670530323169	8.64970750158122e-31
ENSAP2	2.33062863351815	9.02066008941877e-31
PHBP11	2.12484662118415	9.45813082624722e-31
HNRNPA1P56	2.04916201930348	9.94511539307703e-31
MIR663B	2.7478079469556	1.04032033282308e-30
LINC00273	2.37138191484059	1.06175922906304e-30
BPIFB4	3.34799121447083	1.14065742463144e-30
AC107890.1	2.17823076207598	1.29280922434294e-30
MYL8P	2.24026818072597	1.69676103337239e-30
RPL12P18	2.3528011414781	1.90130653814822e-30
DPT	2.62615255761271	1.90578630841605e-30
RPL17P1	2.24914823834943	2.38059634818587e-30
KRT8P49	2.24571306694766	2.61367447757206e-30
RPL7P36	2.06555905464282	2.83206251807951e-30
RARRES2	2.27151626488468	4.22479496304223e-30
AL139039.2	2.21161790354602	4.35312257784301e-30
RPL32P26	2.22126891751199	5.42328834022565e-30
RPSAP67	2.30572254106667	7.60649503259368e-30
CD300H	2.70504835115514	8.50360974754765e-30
AC008758.3	4.31283475555901	8.75061717752664e-30
RPL36AP40	2.35437234039502	9.12503319253518e-30
NDUFB4P12	2.25031330865723	1.02473001017196e-29
RETN	2.85210149001634	1.31020764931113e-29
